AD,healthy,F,pval
135.3283851987363,33.30369133654287,18.68042930756772,0.004097198638296429
-14.113933082786952,0.013463937435713547,15.481645529352788,0.004124544803481121
36.805080565941154,1.5099033134902129e-15,15.513797793906333,0.004124544803481121
462.6859740082822,173.96779182878066,15.626514339729068,0.004124544803481121
125.29023879123793,1.4921397450962105e-14,9.286432610786958,0.05354759548028428
175.45374213743696,-2.2737367544323207e-14,9.11280715528301,0.05354759548028428
-327.57905094055576,1.0800249583553522e-13,8.514960284663823,0.06167239623827377
32.8424526218739,8.881784197001252e-15,7.549075256891126,0.07790466542458771
64.07800007880928,4.973799150320701e-15,7.703211206226627,0.07790466542458771
-64.776597290644,-2.5579538487363607e-14,7.3033474948357995,0.0794507967642276
132.27590210410182,43.882174140721034,6.69785076789467,0.0985882140209469
68.15048407721271,-5.151434834260726e-15,5.722932288153484,0.13478436701040142
-14.162410661931533,4.973799150320701e-15,5.879509773543459,0.13478436701040142
47.25654399275755,26.953772234464925,5.642552167233326,0.13478436701040142
-20.4999731040909,9.059419880941277e-15,4.710966943282998,0.18616476392129255
-120.10520698940643,-4.973799150320701e-15,4.686169804627568,0.18616476392129255
45.635695905770625,1.616484723854228e-14,4.834198111684474,0.18616476392129255
6.63353582460151,-1.1102230246251565e-15,4.353765988251464,0.21129041947742142
79.78790560485017,1.3855583347321953e-14,4.219655689713177,0.21571825982295942
62.58395402350453,-7.815970093361103e-15,3.8275546649379173,0.25564756428767044
14.422584785928578,7.460698725481052e-15,3.416856434547874,0.30824519618444673
115.44616189338034,158.31809328986608,3.279272435066199,0.3187783644976243
32.87176773832439,3.718367999552845,3.038530025036922,0.35132612467388413
343.2282120802886,287.98432370074397,2.670045737710152,0.4199272322975634
28.619386078903833,71.39059239749572,2.4061782486111536,0.45095867815307655
57.89580345970449,94.28262851770229,2.3620675020492796,0.45095867815307655
22.554742946065197,33.140835316866884,2.464422425047807,0.45095867815307655
28.7411817655431,94.55899292046008,2.151932474992531,0.4960882160875603
24.219463920750506,13.68557098698065,1.98400683761578,0.5331446348202832
30.965086959060503,-1.6875389974302379e-15,1.8527819618572705,0.5610988092969161
33.532519169875016,4.469975897435764,1.7509544050393384,0.5805255255071156
-1.2131251627417787,7.549516567451064e-16,1.6856907167979571,0.5872476746335288
207.4072562749463,199.38394334835215,1.6029777830333365,0.6018590729829156
23.517399517678175,5.684341886080802e-15,1.5231193743411098,0.6165874753883985
40.21632497405652,87.79160465753021,1.284802732607428,0.6507777189844985
146.60929965487284,93.05937447006863,1.3066468586629185,0.6507777189844985
59.24729841561451,6.18754053021483,1.3397349953602737,0.6507777189844985
75.2991257178944,62.951183426115904,1.3584057851763025,0.6507777189844985
138.07134534961094,98.71511128693832,1.2314127212281745,0.6586086997780065
90.51183509930506,59.43895164048995,1.148841691708266,0.6814735630134702
-1.1671111526146793,0.0,0.9312046393599201,0.7817513835339004
0.012309920328559112,2.7755575615628914e-17,0.7448885123651463,0.7895444303074748
2.110240864235987,1.9817480989559046e-15,0.835138826031476,0.7895444303074748
6.4049580731240034,2.842170943040401e-15,0.7587536331372561,0.7895444303074748
271.82518437329395,247.59952517693137,0.7988822562712375,0.7895444303074748
32.26174991346434,12.773927958142565,0.751312610612119,0.7895444303074748
131.85018824493542,159.05760047658782,0.8149043942124264,0.7895444303074748
-5.201289529835016,7.327471962526033e-15,0.5584917413805082,0.8003032466242579
-64.96106035052826,-1.7053025658242404e-14,0.5995098334219139,0.8003032466242579
80.11609426430907,75.45679086960612,0.5260215029975664,0.8003032466242579
-0.35896079359621724,8.881784197001252e-16,0.649541614561383,0.8003032466242579
54.18465732476316,46.36696291629362,0.691634587609448,0.8003032466242579
157.02576610036192,164.02663096909959,0.6631979191023346,0.8003032466242579
64.25921587611464,59.65577443535055,0.5644079003671659,0.8003032466242579
41.88273458409597,59.50892216267452,0.5714076092044096,0.8003032466242579
175.76003056567356,226.0472082863003,0.522680271784166,0.8003032466242579
2.975018637573111,1.0658141036401502e-15,0.49018248275356907,0.8097126408241033
4.834655687761649,1.0369483049998963e-14,0.3662049380958707,0.8151567943306891
-15.46108999388344,2.4868995751603505e-15,0.34816048281812767,0.8151567943306891
-0.26045878676760276,1.4432899320127036e-16,0.35673734402861207,0.8151567943306891
20.179366752180393,4.263256414560601e-15,0.34498580809145946,0.8151567943306891
25.100739663265372,20.80246649117819,0.3636530659046439,0.8151567943306891
-0.7305548961855318,6.905587213168474e-12,0.36548602880933045,0.8151567943306891
20.494188350684073,6.068981425691613,0.33155905505449845,0.8151567943306891
