sample_id,score
MAP12788806,1.863610479905745
MAP13485298,1.5271447124197701
MAP13747771,1.7859475462554286
MAP14184286,2.2817031595592603
MAP14452889,2.419721901425261
MAP14498577,2.1948693263478933
MAP15387421,1.7949372155780647
MAP16322424,1.884706922895719
MAP16513683,1.6774355970884947
MAP17929065,1.9659089133479082
MAP18920002,2.049824037968597
MAP21362537,1.6040753527402847
MAP22776575,2.3844880592334183
MAP22868024,1.897282336385844
MAP23004922,2.2744976268646973
MAP24073245,2.1796543271966193
MAP24141372,1.8817003034256832
MAP24219409,2.2483114073635475
MAP24644776,1.3130757640238944
MAP24680888,1.9433195926721816
MAP24747976,2.539096014915884
MAP25580771,1.3761122596653974
MAP27242962,1.6501733028580172
MAP27313862,2.578288335519642
MAP27481601,2.0043973035199625
MAP29821047,1.8134886446505911
MAP31504924,2.177691407244179
MAP31509843,2.378875353990781
MAP31756046,2.315014158435609
MAP32383679,2.3312063344393774
MAP32705437,2.0285741139146873
MAP33084399,2.452750933815726
MAP33400773,2.576801666521913
MAP33501827,2.192035991613598
MAP34726040,2.187496886540936
MAP34962204,2.264687603265174
MAP35072859,2.193820084423222
MAP35170130,2.064467293432689
MAP35286551,2.1992124594327027
MAP35592862,2.8412792253501538
MAP35941263,1.9671888083279807
MAP36773029,2.073899235066954
MAP36830117,2.649800436959244
MAP37178462,1.9291242500702377
MAP37251992,1.5470183403364388
MAP37439930,2.0121048767299956
MAP37527863,2.5293211828593796
MAP38606123,2.163165070416292
MAP39125441,2.8799902469833603
MAP39136480,2.0439975117713693
MAP39316600,2.153945262953365
MAP39800111,2.279455411632285
MAP39989287,2.0452669720855985
MAP40510997,1.9298420617969703
MAP40611041,2.6452683676713518
MAP41265021,2.232093237971492
MAP42988567,1.484190393106911
MAP43074402,2.441453125487002
MAP43485807,2.731523013063295
MAP43536587,1.7658954052041564
MAP44019405,1.4242690567504477
MAP44299049,1.9913301953399412
MAP44472870,1.7639476389930442
MAP44671043,1.7661798136795928
MAP45115248,1.924156701002746
MAP45514725,2.0164666428250597
MAP45566083,2.3862141881250567
MAP46000440,2.0766403745403124
MAP46291609,1.4645823927149262
MAP46369736,1.9400028970754783
MAP46547648,2.294196443507142
MAP47315778,2.4565007777568275
MAP47652086,2.0825415512049763
MAP48013463,2.552247126202584
MAP48697089,2.1500910301033707
MAP50100770,2.4616000749907165
MAP50100932,2.082585529658874
MAP50101073,1.9849809942373002
MAP50101109,2.174765377781462
MAP50102088,1.8111767070827387
MAP50102376,2.407195209580234
MAP50102790,2.083175727000881
MAP50103093,2.5129451451307694
MAP50103129,2.637804181113737
MAP50103381,0.8350089073750451
MAP50104396,1.5520420086237339
MAP50105301,1.402169286403985
MAP50105987,2.147005388441287
MAP50106280,1.7424280076787035
MAP50106316,2.2084594524400116
MAP50106442,2.2628960221597714
MAP50106992,2.163256448673679
MAP50107745,2.339292788492636
