,Extracellular exchange,Vitamin D metabolism,Beta-Alanine metabolism,"Glycine, serine, alanine, and threonine metabolism",Methionine and cysteine metabolism,Lysine metabolism,Tryptophan metabolism,Tyrosine metabolism,Ubiquinone synthesis,Taurine and hypotaurine metabolism,Cytochrome metabolism,Steroid metabolism,Sphingolipid metabolism,O-glycan metabolism,Blood group synthesis,Glutamate metabolism,"Valine, leucine, and isoleucine metabolism",Fatty acid oxidation,Propanoate metabolism,Aminosugar metabolism,Urea cycle,Citric acid cycle,Vitamin B2 metabolism,Nucleotide interconversion,Arginine and proline metabolism,Purine synthesis,Keratan sulfate synthesis,Alanine and aspartate metabolism,N-glycan degradation,Bile acid synthesis,Pyruvate metabolism,Glycolysis/gluconeogenesis,Eicosanoid metabolism,Starch and sucrose metabolism,Biotin metabolism,Pentose phosphate pathway,R group synthesis,Miscellaneous,Vitamin C metabolism,Heme degradation,Butanoate metabolism,Cholesterol metabolism,ROS detoxification,Glycerophospholipid metabolism,Alkaloid synthesis,Chondroitin sulfate degradation,Pyrimidine catabolism,N-glycan synthesis,Fatty acid synthesis,Pyrimidine synthesis,Intracellular demand,Galactose metabolism,Heme synthesis,Fructose and mannose metabolism,Folate metabolism,Keratan sulfate degradation,Chondroitin synthesis,Glutathione metabolism,Hyaluronan metabolism,Heparan sulfate degradation,Glyoxylate and dicarboxylate metabolism,Triacylglycerol synthesis,Phosphatidylinositol phosphate metabolism,Histidine metabolism,Inositol phosphate metabolism,C5-branched dibasic acid metabolism,CoA catabolism,Vitamin A metabolism,NAD metabolism,Purine catabolism,Limonene and pinene degradation,Vitamin B6 metabolism,Phenylalanine metabolism,Oxidative phosphorylation,D-alanine metabolism,Tetrahydrobiopterin metabolism,Thiamine metabolism,Nucleotide sugar metabolism,CoA synthesis,Androgen and estrogen synthesis and metabolism,Glycosphingolipid metabolism,Linoleate metabolism,Arachidonic acid metabolism,Vitamin E metabolism,Biomass and maintenance functions,Intracellular source/sink,Dietary fiber binding,Squalene and cholesterol synthesis,Hippurate metabolism,Peptide metabolism,Nucleotide salvage pathway,Leukotriene metabolism,Nucleotide metabolism,N-glycan metabolism,Drug metabolism,Protein formation,Vitamin B12 metabolism,Lipoate metabolism
0,68.05882133356145,-88.04999092173307,74.21172563776665,-6.29868498470825,-36.68564293576469,4.393965543706306,158.77950723152517,34.456352428326944,-47.155012100035066,-63.1691063872849,-10.943562923750147,38.8139600927518,27.02713100098282,-46.06482962712827,-1.7280599870878843,232.432701217829,-59.748943182465354,118.11149991791417,44.735013384488866,180.14478173069284,144.82988353327363,360.39313376068185,-65.96084795604654,23.08177710973375,-52.10169224409683,37.324167245517145,0.013871454999916343,405.8950751701699,210.13369880530243,-18.632017047519078,64.83997877731423,215.44601846937059,46.40162120970703,-43.83083489648243,-79.38540160314376,-46.500846880210645,-78.30014898630704,7.2530756234917355,-636.287262855718,-329.40300811016783,600.0489851152447,-53.34258442218652,74.54613408908595,45.13098044416396,18.087906876962165,-6.012719454904443,-57.307552769980575,255.82392668522527,-7.087706426508371,65.58342729971264,-60.64586738812309,430.12479216057153,-68.13640321138742,54.03804084756653,58.70107937310978,-19.409140322494267,-0.002485590533919772,-39.528942694250276,81.39433568103566,10.745414511370964,-119.03376920225901,-196.59334734572624,-44.775344416497305,426.52325248616927,37.50145673247494,-8.238184356975426,-168.9867179045956,-106.80508848263736,72.59413747697616,273.6677847066199,-8.622307210532696,-264.28680638967467,18.8420231369563,13.90791657518183,496.48172222682274,-3.7685987543894095,-21.408294544106166,0.007185323501428725,-33.00995298724227,42.568283923873054,-81.39503386689464,-11.802326575265381,13.709819018175093,-21.303394867683743,-3.5351495963775452,193.17911880202405,0.0,-16.853896391587718,-2.510658210241984,22.18116252298733,-212.61420453365255,151.9896651344179,-10.32973289547603,-1.0755985664535572,3.33938122317815,-759.1827108714142,0.0,450.19496998721297
1,78.0354655986194,37.77800344364905,171.961621243362,64.26052070097147,159.97840973885016,-60.73975985854228,37.77442492012115,27.860993087103868,-56.97816980558702,297.9325352249689,2.023771266335915,19.206623645118174,3.101858186524442,-48.35779089026349,-1.8463773828779786,114.57899857670195,-75.1194441961294,34.027704264753666,-8.643937644495121,-52.694663038302004,-21.228581404844522,352.56230312594414,-140.0047744110702,41.00554362099125,102.67549338445717,7.5601748446861565,-0.021934710803702375,347.39054375903646,58.160675677440786,51.437773223894055,-79.3766344534628,87.81232847781158,50.723895508920336,22.438421610884888,-78.62196359626695,339.34229379556075,0.2312632550726592,44.56126497083435,543.3292588938276,168.13207226980063,363.5050892414392,-24.155903762422067,51.16153275134519,30.020471560182916,18.087906876962165,-3.55615075793465,153.98451764613176,-125.7412125604525,-5.866029942192411,238.4469924827356,2.2667069164743494,288.6542486367174,-51.781027826660555,-164.09849127838754,71.24858917466257,23.838686169839786,-0.005736057223556501,117.00713757578481,73.25949978141016,1.839771430807413,-143.45592382452134,-194.81046881668829,-39.971732591579766,566.998440388924,-52.55155644764388,-7.040783636667676,-168.68430349472783,-57.33159797624453,31.06858887997225,473.29192017875414,-11.559216752594432,-41.56457063004314,17.729024295720286,177.09096762738992,561.3715222794873,-3.7706648753944916,-18.363385988449597,-0.01594647916184226,-81.30423180859256,24.93580781232757,72.14360475108859,-11.093064317468244,-37.19651094799489,-19.174092137188232,-3.036969910576888,219.70721262021502,0.0,30.4732130769386,-1.5921120132005648,26.899243223316343,-213.77502914952197,-199.76326933785782,-9.440091224178632,-1.675133911486282,76.73033638233986,-766.292851979942,0.0,450.19496998721297
2,58.207854764162974,41.94212867957862,-120.20321306217276,206.17256835881497,154.08775394592763,104.87107692749542,-85.2719414258209,-26.821121189112002,-56.38718492227164,670.6601263096436,-5.533023198033321,-1.9183091770233873,-41.71659550686494,58.96947887195058,-1.7951721780341499,235.6197621941251,-1.255666045286815,7.592343424531721,37.50646348485425,-63.4694096441972,43.954994372348416,195.96443485535474,157.08282859275266,14.924980369898183,111.85534537464233,37.939751076821175,-0.015208094366536314,371.60934764800515,37.63800948589685,20.012159954752196,-0.03131983878176925,136.13249519238693,31.488564418774704,-40.55544299731766,87.53277674160877,58.779841488511664,-2.5676699919750603,29.81220409719054,446.0156928741405,82.07966002576623,-234.51402544791006,-24.36254341869528,-277.08655490855097,-4.637162235762161,-167.21769460703865,-8.418102245216547,160.5231504261238,198.40377722213805,-2.7807852839954816,160.3384333221098,5.6691081696985055,289.54206591798936,-32.05977739405456,88.40137537955741,38.31298487405264,30.411491038080893,-0.006497513344436659,523.5771853398268,-19.14790188189926,-0.31278682816678055,-120.90617784910621,-79.51463366128019,93.79513745115472,-177.9626809953333,-47.75849837340416,-7.479727302337093,-168.47949042505792,-21.894428467705293,-116.20223980426063,428.6295743500629,-3.2309662804718133,283.2604022700746,33.951183797743745,98.6477101172722,562.2639634760056,-2.98842921630988,-19.935408116910978,-0.011156621182003057,-32.46595691693058,1.271811305713956,-83.38673969826758,-10.015953202910717,-43.85031425082812,-1.4651818123418152,-3.3190132929000646,181.16348569549416,0.0,-15.588439721974225,-1.873190233104281,26.763354539545755,-212.93452700754517,-210.44241926098726,-9.777572822852955,-1.8236710885325103,-13.273481525601316,1207.8353629626095,0.0,450.19496998721297
3,84.73418318409026,40.69864866573235,-122.08768687888642,-9.16754982443333,-1.4048305383707735,-100.16306334692489,-114.45488121314261,18.06119242890738,-57.93286217418012,670.0669488189478,-8.038134111254362,-35.12718823160516,-14.779573915776023,-43.001943506357506,-1.9539909855615523,361.8990995324052,269.6997224591159,4.548182551565635,96.36588855924762,-60.82501674208862,-137.40257401712068,248.6470620978355,-112.21571224028399,76.97964645702656,-0.7803863111205601,71.64267983946564,-0.05052328094529155,563.1902679073147,63.037699933357345,33.522040437982206,135.51025746995458,201.0996760201467,74.22399299166537,-33.31927751716865,87.59736251224281,239.1805551444641,0.17987475285552743,21.953668086387793,144.35265381353648,81.69691745849691,-308.38795314263496,126.73317028226202,35.155916658001374,23.509054296881978,18.087906876962165,-4.6804543477401,-20.878277771858034,-130.50157275855798,-9.772792829851886,148.70972073163534,25.523618039385678,573.3545772477136,259.42079030708925,-76.95047922774849,5.4055258522696175,30.550948977105794,-0.048847419036695504,460.1451599698624,72.69946931403162,-0.23766851378650758,-145.57836764564246,26.82242374232229,-56.05900656613975,-141.54070828886162,-11.914220493858911,-7.4005470509661695,-168.09080484328246,101.6627493589405,29.207294580401804,483.25068470825016,-5.7179263081914895,-260.8577693701732,13.010367398153441,-12.08953199244032,561.465628247275,-3.2951720274474683,-12.920259342716383,-0.07312656877593543,-62.87237400234364,-18.65401663581776,73.38761631132435,-9.62833611393523,-45.29085559963,-17.925317223762704,-2.97057295699651,206.67345252945233,0.0,-15.955637833974057,-1.252364055522519,24.96485509291336,-162.2277258054596,-69.4238557417047,-9.100237244443337,-1.6767851461146375,-15.186456934820065,1088.5025147457798,0.0,-548.912424523031
4,130.60371384433503,136.0892784760959,-24.25172106337385,247.09737797693114,79.10129707301076,47.340779022812995,79.00111870089184,228.196808488807,84.1707302204929,420.7441317574526,182.72181774868213,33.924520388801575,-27.713647059670976,-48.004480166477734,-1.8309316694674882,326.62364970771813,119.13359032142034,110.36353342408916,142.35872824898163,-119.76179593628794,-34.30268805722499,331.79471338562314,-39.91316727481769,63.75921538470825,70.635256220895,47.02589061353592,-0.030459697511500298,443.1902360805133,-104.90142056234136,143.47657694664227,192.04873078971121,242.37098730961284,87.48972268805302,12.619841381590277,-73.40100688638972,55.27723148231047,-16.732909148516757,91.41334049837458,-18.798070465262025,156.85823285019083,117.92418460118807,29.658618782306192,70.63718598208902,108.16475149820806,18.087906876962165,-4.396246778075291,39.655874231495815,202.6936443068705,51.19304472726448,296.22064532383376,-0.00035730487611575077,293.4412105454383,3.9048420925981717,96.94729992925794,48.24649379801313,-10.3289767668461,-0.03897888843756143,507.2544069297711,122.38682247600696,-1.5779758346577468,128.61021251797047,205.66911297485575,108.31775216489068,239.09849356349062,-33.545185366887196,0.1904154858411804,830.1848250992584,97.55861061686707,-61.4320973613065,287.80227777891673,185.06333331203163,-72.43976969645485,115.55069616588679,98.18334020036846,827.1246332126693,10.576381852830686,-0.6277078070686658,-0.04969255029122216,396.22445641624273,65.32372436056905,-49.32648085068533,40.63704279588195,73.13407833755107,134.76209951938532,-0.13538146717591698,254.2621299027363,0.0,24.526602981437243,4.3870146136659125,22.416733741271962,-210.2693711292112,162.82724412663845,-3.5797659384303575,-0.9445009844097948,66.29307180328395,-761.6697504713361,0.0,450.19496998721297
5,52.93155003470027,37.27394386904428,-124.48627991604545,294.749876803749,74.67914078699596,9.13043343012497,-71.58098384227706,6.756986578178705,-56.00302914722185,1045.2548836412611,-12.085275366707712,-32.57151663289438,-54.53367817805845,60.460368565018484,-1.9707902882513104,94.38598940570691,-112.51294698244494,-0.7572032079127828,23.30146287595178,-63.58017273066875,-35.87815602143651,200.0833393977542,156.9631335131472,54.01773824959177,278.444978243622,-63.73204935896945,-0.055191338048835296,517.8029545631641,93.77962158042801,21.689523070284718,93.53121214137616,148.40572100216838,55.862326751392644,21.433367576820075,89.79228318538732,36.139340338202125,1.2767129287025132,40.464139137379156,-445.9169876858294,93.86778652848908,-298.84556097002957,-57.47774134886068,12.246339538970714,-52.62034204784253,18.087906876962165,-7.585644837572729,51.81158714013583,-131.34025572505982,-13.925866638764598,9.208820982402212,-4.708399037567799,289.05089609850535,131.16249725620682,48.09970160140297,-19.866427501990163,-27.662008361885096,-0.052935857124640766,213.08689399976242,-298.18573596891173,1.0035114632589204,-76.83850595088951,-40.542000132321036,-45.33662606629012,-136.42223775779098,-19.23512617405475,-5.691470588253212,1329.052969694218,1.3279691876887079,175.5204518230215,544.2931558851468,-12.567335901749331,-81.62294832594809,23.471836626941833,-84.24497440583096,240.08109533064862,-3.5192401058482035,-15.898050523684134,-0.08124586377281479,110.32040087366657,35.20936584063176,-82.98914537514459,-10.234830077147002,-47.698267601141936,-21.207841428478,-2.632447460863629,168.73641782290298,0.0,-8.923943381284442,2.3914225225073418,22.151173640903686,421.5074248266765,-205.15395320501722,-6.803653404919219,-1.5835348956985362,2.759799495973313,1204.9253457217458,0.0,450.19496998721297
6,88.45868147268156,54.01016807624322,-95.74134021768987,144.55741298487322,-13.952194846749157,64.76939085981721,-79.21072343994314,132.26822008922696,-32.97606473313588,-1.725359994660721,23.193069471045245,24.301156963768147,48.628990519639686,-38.63357123752427,-1.8243845860735222,250.76165971441347,-81.92113744372016,67.83910050543064,154.09573078516198,-91.38105609538329,35.16041207517303,278.1746961600257,132.12541491933334,34.232267136516086,45.9004711649322,-12.883017800553935,-0.008479788960826991,480.8425232790283,80.01027850582243,62.44653185621095,133.09354801725578,209.02214792506007,57.19055553106145,43.4259072874152,-56.72405306184572,372.6005173849664,7.386118980205356,71.42691602879921,35.15557389659963,96.23960362888413,-76.74179155069686,-13.779527557765142,-97.45655519910909,95.25271572312923,18.087906876962165,-6.8948390747169075,-7.131700656765136,205.6745955181874,35.10059497619747,66.97895832168658,21.88756202853304,310.7690943570616,127.86094354110489,164.74866951143568,25.907597254436418,69.91770344744762,0.05693856098297382,-26.12652905554866,-27.88244466409974,-0.8380072303778852,164.01374259525826,134.8257713458188,137.38911611960447,-126.55389263190766,-5.333424438474201,24.557736837533206,-148.58162210346825,98.13583495335426,71.35759922586462,405.73394640113906,24.583832621725207,111.13874049091886,42.90446437298592,10.345011827934965,520.0198543473139,8.276147405318376,51.403982523958604,0.032977883364410904,-43.12062976593001,18.67813057999713,-75.36791104214352,25.785660531901453,38.65777745774967,41.7597335420052,7.925374797977265,221.75131565218345,0.0,-0.9046248059554639,22.992969838273353,22.92033047671294,444.00386920243915,160.65420149614732,15.914091142948363,4.639132921756417,12.096892335874104,-750.6009148538878,0.0,450.19496998721297
7,117.30317813740615,-20.328207420662654,159.0563129986176,-80.63130597070848,-63.11111148804553,22.8642669563405,168.69482932063312,78.82830435651661,104.58740252903812,-77.56597747471935,-13.472914200875685,35.73623253535409,4.706173529023215,-47.89138394466771,-1.4699043432596133,108.05958768625172,535.6968521478688,9.97849245133972,22.783560573395093,149.47146535050973,263.61906471126497,273.77999133356764,-65.40964878633783,61.14623839048683,-154.18237717358798,-84.99871471726458,0.04884309596448761,258.308364072573,-107.84242991859821,37.62504814340132,-53.102441225744855,163.25259404820827,13.69157111475412,192.62448762527652,-79.1199778310464,55.91794240557253,0.33314003645557744,70.69649635286235,-653.776445342258,79.0445438207378,677.6917033039176,78.88518060785907,4.818486204893365,164.2478838015276,18.087906876962165,-7.060078500282504,36.29810077017363,-126.22308935012045,-22.95782930708467,164.79807997790067,15.4910340964699,502.0473455523496,-24.866788710051143,323.7661396923209,20.59683749512795,-30.724588654173438,0.02631309688241744,151.9989573211712,538.3549253590834,-2.1968688676098074,-146.04783077327133,137.51891798360327,-43.90450286397427,283.98103929373144,-22.142803410774057,-8.148291344801113,-169.0331818877801,100.25547499461413,-76.62268829229419,362.7865700521603,-11.16734174936014,-264.3995414389217,24.60706252530504,-92.76968213044297,243.66055028817027,-3.8616499439263854,-16.630028955050495,0.05104438877195899,-33.017854068108456,32.42032474036079,115.97385931876619,-11.818037431969712,72.51103147586348,-22.980022466595063,-3.337722389176474,194.78683056844307,0.0,-17.212227807683952,-2.1465256515026274,15.184294170285286,450.9506272788355,159.38190332273223,-10.032215723947573,-1.447752837154648,1.4718847666419652,-766.0427994420764,0.0,-547.5924822766515
8,41.34032736520168,37.3070104795989,-99.30020803441091,88.81133375261491,38.24004376061015,220.39226084585482,-84.84847912741864,35.015109801521724,-54.878114142310935,1066.2984167957397,-14.845507884330798,-3.6952745823118613,-46.73819840458809,58.31198003000824,-1.8244271823477953,438.75128501779244,416.065335223317,-8.474044966536574,-4.017305333116528,-61.66418553888914,-187.51640226177258,275.24276229665736,52.64735368823429,63.411123781655746,133.3974946497098,-22.602820375998157,-0.0328202924173515,517.7563582563433,54.9189465691367,-0.1689885178908716,-12.927628097143979,17.90646083058477,30.68867177063282,23.38072961200449,-78.80998914109806,286.3515905873482,0.25474570018686143,44.67012220606781,-52.883066572081034,78.8469195951179,-7.904762117754292,-34.7328718787622,12.313377570724944,-34.579334661179495,-345.22296248032944,16.853525872940445,-18.70465170606254,-1.732534276847471,-6.558395135921493,133.1196343979007,26.99019197949693,286.9720466667787,-25.76274086804398,-66.51127469657189,10.151858281923335,28.70101478778205,-0.028073668685978367,261.5664134237226,58.4949447586731,-0.9954796371157911,-148.90016050364085,-194.64766701536604,21.617644987687544,-134.60580899809722,-52.613188512929966,-7.675876124240533,1328.2706214896193,-90.12057635749632,-139.58292260266674,317.4425665687276,-12.539648833263342,458.41468603784136,-3.8778921776699287,104.359608854348,562.2412967629109,-3.9805109508745753,-20.136724386644968,-0.042439786828009474,44.330592723277654,-16.80252568576652,64.44535911952171,-11.997585180484034,-49.75494959670281,-23.254085669083715,-3.285720981816242,169.41300035757672,0.0,-17.409354452221216,-1.9714968722686015,18.122020851409474,448.9900229273656,-174.02020024940774,-9.828649739674518,-1.838675691744337,-30.05507783067783,1161.227658287701,0.0,-548.9421711711639
9,108.07213297710804,-55.0784046110506,-122.07011922437974,130.39678061622448,95.41654463008398,-1.0707573975379776,-79.82358988011336,95.4981348711202,52.15019076916104,-12.658823780845324,-5.921433704349795,27.970407783331392,25.879206914421196,59.0163736546643,-1.8639347705554532,364.6593092796506,-82.1883597847374,22.2339721505323,25.75405740940629,171.00875453011753,-76.12725087354893,284.6616876850277,-104.63788521000419,59.393039808644815,148.03076100389947,169.00157298327446,-0.023414775730568656,542.5675780751856,98.9987317222816,8.755702435545388,45.171544059955615,182.12081747015486,42.5102240788101,46.36820242322166,86.53560536211374,75.15164721919233,-0.5315543889708136,53.59661599500149,143.8365143690336,-32.41127342493922,-309.7684247600742,119.35837945690949,77.50305427163237,91.74393950798564,18.087906876962165,-8.517694174826675,-43.57605114812663,-131.5862609588453,-14.22963386952976,204.03171982915987,-6.059967316162534,425.3399969345947,-64.18966903791981,153.79877435796934,13.134564712553344,-31.027425944968925,-0.031695942643159926,93.02818004720574,71.37816529931823,-2.4491673303396677,-69.68845280963667,136.18120575125113,-44.94028546783403,-14.112092441625949,36.42288959036188,-8.553163869777794,-169.18992959052412,60.89144593116996,-81.24582060792964,381.4650546730382,-3.587174633651528,98.13604940361802,24.67543052836805,122.87628950906681,562.5490138120084,-3.239730853514397,-22.52993321944935,-0.03947210221990058,-58.341483157116805,55.66695841987575,-82.70268378741797,-11.19337110447514,-44.28813552770757,-20.530016633087836,-3.722790181771761,182.06491982693558,0.0,-15.97403730157556,-2.725635568611067,23.271220680055848,85.00558018384272,-75.09532803835104,-10.575700250193863,-1.943552845692434,-0.3893409341677698,1209.7784451928992,0.0,450.19496998721297
