PRS name,Metabolite Levels,Metabolite Levels PRS,Pathway Diff Scores,Pathway Diff Scores PRS,Reaction Diff Scores,Reaction Diff Scores PRS,Metabolite Levels Pathway Combined,Metabolite Levels Pathway Combined PRS,Metabolite Levels Reaction Combined,Metabolite Levels Reaction Combined PRS,Prs Score PGS-PMC7116626
PGS-PMC7116626,2.4166497026379443,1.7428038728871333,1.3401587002806405,1.5253908651555617,2.047451866357847,1.5356146748308133,2.335313848735909,1.4574882234369009,1.7463026373468842,1.5356146748308133,0.7356313514393685
