PSP,healthy,F,pval
-66.91534096834116,6.18754053021483,9.214051129618952,0.09788393205676192
114.23585387347568,199.8562460875772,11.21928702307108,0.09788393205676192
56.86176569097888,5.684341886080802e-15,9.723100069060976,0.09788393205676192
55.57499515755007,1.616484723854228e-14,7.355078456265768,0.16495982404861878
112.51286270726102,1.4921397450962105e-14,7.17854762600072,0.16495982404861878
99.18652456663511,6.068981425691613,5.732944226704325,0.2523182639093259
-71.98190209305541,-2.5579538487363607e-14,6.0042710023241606,0.2523182639093259
129.69311307541543,-2.2737367544323207e-14,4.5637631366256945,0.3525638016582683
-11.586921701315982,4.973799150320701e-15,4.526328481403445,0.3525638016582683
-106.49808822179567,-4.973799150320701e-15,4.468759428741084,0.3525638016582683
6.032203545609911,-1.1102230246251565e-15,4.247757798877187,0.3627814718677459
25.277489532268444,2.1316282072803005e-15,4.090586299916062,0.3634099889291669
42.1860406948426,3.718367999552845,3.8040353076142464,0.39494999408294296
47.12914542145068,-5.151434834260726e-15,3.542384034006175,0.4264713163371107
78.74482163827095,33.30369133654287,3.412759603287892,0.42923448556722216
19.222978050508523,8.881784197001252e-15,2.653532418126188,0.5956913108411682
7.076164543209864,59.43895164048995,2.6994657584803554,0.5956913108411682
-19.517320883157826,-1.4210854715202005e-15,2.1877992042735106,0.7119095495951522
349.1914497615902,9.094947017729283e-14,2.237461899324548,0.7119095495951522
0.023330981862688234,2.7755575615628914e-17,2.0193684522776816,0.7530835266922584
8.976551329839165,2.842170943040401e-15,1.7467177442386324,0.8569490587184142
11.45092666695427,7.460698725481052e-15,1.666333815227885,0.862990142861888
0.014727934978714564,3.4139358007223564e-15,1.5486368175680238,0.8936875429833344
-142.66093449306484,1.0800249583553522e-13,1.4837839232689445,0.895251244869537
-14.169164096326925,0.2567054211325607,1.3858714536224241,0.9195162576928202
81.2404036739774,-1.1901590823981678e-14,1.330064739237604,0.9195162576928202
35.76952717246745,12.773927958142565,1.2159071411176143,0.9259854682641894
0.9366415630321345,1.9817480989559046e-15,1.243241414863124,0.9259854682641894
5.5109027388006915,4.263256414560601e-15,0.02865398802774307,0.9798724308033981
0.8269707543539664,1.0369483049998963e-14,0.2700585734178056,0.9798724308033981
10.317818293114522,11.88895993899472,0.02530478967458354,0.9798724308033981
3.7708092696104383,1.178236240573062,0.5421464999715195,0.9798724308033981
24.11140194474963,85.69367649302015,1.0885253973611464,0.9798724308033981
14.649297893373214,-7.815970093361103e-15,0.20293713027821475,0.9798724308033981
1.9486182694875418,1.5099033134902129e-15,0.07109049556903224,0.9798724308033981
-0.6563332252572068,7.549516567451064e-16,0.8231732168035802,0.9798724308033981
-34.79083022658739,8.526512829121202e-15,0.14540299481390714,0.9798724308033981
15.25364226984368,-1.6875389974302379e-15,0.5100567851105804,0.9798724308033981
-9.938629101471532,4.469975897435764,0.4160638535196839,0.9798724308033981
0.06446226303428156,1.4432899320127036e-16,0.03759392092952192,0.9798724308033981
288.9717541683506,287.98432370074397,0.0010448794354050918,0.9798724308033981
3.9031049854677202,1.0658141036401502e-15,0.7698606109389804,0.9798724308033981
199.0987890536155,199.38394334835215,0.0014335811234410282,0.9798724308033981
-0.007667102323794226,2.2204460492503132e-17,0.000639820318100866,0.9798724308033981
-0.06614420215054469,6.905587213168474e-12,0.004535868942350056,0.9798724308033981
14.10378648989551,4.973799150320701e-15,0.4612655890215012,0.9798724308033981
-51.09474952597613,-1.7053025658242404e-14,0.4676246629582133,0.9798724308033981
0.04826169958217997,1.1102230246251565e-16,0.022560785732433735,0.9798724308033981
1.8533397370104403,0.16354612128264953,0.06390098576481339,0.9798724308033981
0.7795456146138917,7.327471962526033e-15,0.010191181937531163,0.9798724308033981
437.64679369180175,442.6794757344147,0.011893517940085573,0.9798724308033981
33.51829295294023,33.140835316866884,0.003412467737122522,0.9798724308033981
21.399332966348354,20.579568615525048,0.28927282936940946,0.9798724308033981
-14.901516857903767,-2.842170943040401e-15,0.05929191403036593,0.9798724308033981
-0.30542024202487905,0.0,0.11124359217560359,0.9798724308033981
0.9200181231033491,-3.552713678800501e-16,0.037487274069350845,0.9798724308033981
-20.612784961488753,1.3855583347321953e-14,0.33487294135579104,0.9798724308033981
72.49392672760519,75.45679086960612,0.22079074468768684,0.9798724308033981
-3.425014256470279,9.059419880941277e-15,0.15080254216940306,0.9798724308033981
45.684462029819755,46.36696291629362,0.00623535713415301,0.9798724308033981
241.11092885110992,247.59952517693137,0.07788346861192524,0.9798724308033981
75.51917744614137,43.882174140721034,0.8549924615804508,0.9798724308033981
22.643348486760004,20.80246649117819,0.08068829611952809,0.9798724308033981
73.78506168376367,93.05937447006863,0.2281497910255485,0.9798724308033981
158.26026693335547,157.53889937455727,0.000649216426805805,0.9798724308033981
3.544513797359011,8.992806499463768e-16,0.7792959874771587,0.9798724308033981
8.174910793598277,16.105516302446414,0.35252033271267363,0.9798724308033981
0.39171583464996657,0.0,0.031745098877703,0.9798724308033981
261.5068423331325,226.0472082863003,0.20288301135460185,0.9798724308033981
58.86182107804317,62.951183426115904,0.1005235044593212,0.9798724308033981
113.73514325354616,98.71511128693832,0.22491203217029795,0.9798724308033981
83.13413831730016,94.28262851770229,0.20879732061125347,0.9798724308033981
53.538705212834245,59.50892216267452,0.07744001010812548,0.9798724308033981
-0.070172082070325,4.683765097286313,0.07425510174983926,0.9798724308033981
78.81232655264218,87.79160465753021,0.05054925763202604,0.9798724308033981
69.00579566173698,94.55899292046008,0.30433123015825947,0.9798724308033981
0.01105749418076074,-1.3877787807814458e-18,0.7898473326156578,0.9798724308033981
32.2662993949936,26.953772234464925,0.3052690299771617,0.9798724308033981
14.516588515881876,13.68557098698065,0.017990866599921947,0.9798724308033981
138.97861659738388,158.31809328986608,0.46255650323902786,0.9798724308033981
-0.034985310431471815,8.881784197001252e-16,0.004607341091046835,0.9798724308033981
66.68709689742072,71.39059239749572,0.026882666609560634,0.9798724308033981
0.8282733345151172,3.3528735343679727e-15,0.6923559769247815,0.9798724308033981
17.207818316035826,15.233992129902074,0.0071210218400471394,0.9798724308033981
-14.345826039564304,2.4868995751603505e-15,0.31386815432116366,0.9798724308033981
3.156230737772811,2.295118345934873,0.0021173293760331493,0.9798724308033981
256.3662365757186,173.96779182878066,0.8596943067870171,0.9798724308033981
56.99635238421519,59.65577443535055,0.17177380688912539,0.9798724308033981
155.94735533289784,159.05760047658782,0.019598994860089834,0.9798724308033981
1.6719863142301006,4.263256414560601e-15,0.006445116927900043,0.9798724308033981
164.25930351439874,164.02663096909959,0.000788398849745735,0.9798724308033981
158.26140178300642,161.57339823312265,0.05948174228885831,0.9798724308033981
51.036446561920506,34.48737868763412,0.9590517444680817,0.9798724308033981
208.11023708452382,236.79725789110768,0.41018845146612826,0.9798724308033981
-1.2573398438136054,0.013463937435713547,0.07314718783427554,0.9798724308033981
