Extracellular exchange,Vitamin D metabolism,Beta-Alanine metabolism,"Glycine, serine, alanine, and threonine metabolism",Methionine and cysteine metabolism,Lysine metabolism,Tryptophan metabolism,Tyrosine metabolism,Ubiquinone synthesis,Taurine and hypotaurine metabolism,Cytochrome metabolism,Steroid metabolism,Sphingolipid metabolism,O-glycan metabolism,Blood group synthesis,Glutamate metabolism,"Valine, leucine, and isoleucine metabolism",Fatty acid oxidation,Propanoate metabolism,Aminosugar metabolism,Urea cycle,Citric acid cycle,Vitamin B2 metabolism,Nucleotide interconversion,Arginine and proline metabolism,Purine synthesis,Keratan sulfate synthesis,Alanine and aspartate metabolism,N-glycan degradation,Bile acid synthesis,Pyruvate metabolism,Glycolysis/gluconeogenesis,Eicosanoid metabolism,Starch and sucrose metabolism,Biotin metabolism,Pentose phosphate pathway,R group synthesis,Miscellaneous,Vitamin C metabolism,Heme degradation,Butanoate metabolism,Cholesterol metabolism,ROS detoxification,Glycerophospholipid metabolism,Alkaloid synthesis,Chondroitin sulfate degradation,Pyrimidine catabolism,N-glycan synthesis,Fatty acid synthesis,Pyrimidine synthesis,Intracellular demand,Galactose metabolism,Heme synthesis,Fructose and mannose metabolism,Folate metabolism,Keratan sulfate degradation,Chondroitin synthesis,Glutathione metabolism,Hyaluronan metabolism,Heparan sulfate degradation,Glyoxylate and dicarboxylate metabolism,Triacylglycerol synthesis,Phosphatidylinositol phosphate metabolism,Histidine metabolism,Inositol phosphate metabolism,C5-branched dibasic acid metabolism,CoA catabolism,Vitamin A metabolism,NAD metabolism,Purine catabolism,Limonene and pinene degradation,Vitamin B6 metabolism,Phenylalanine metabolism,Oxidative phosphorylation,D-alanine metabolism,Tetrahydrobiopterin metabolism,Thiamine metabolism,Nucleotide sugar metabolism,CoA synthesis,Androgen and estrogen synthesis and metabolism,Glycosphingolipid metabolism,Linoleate metabolism,Arachidonic acid metabolism,Vitamin E metabolism,Biomass and maintenance functions,Intracellular source/sink,Dietary fiber binding,Squalene and cholesterol synthesis,Hippurate metabolism,Peptide metabolism,Nucleotide salvage pathway,Leukotriene metabolism,Nucleotide metabolism,N-glycan metabolism,Drug metabolism,Protein formation,Vitamin B12 metabolism,Lipoate metabolism
45.607360344777746,59.09022481423857,-86.80727149129034,-50.35468549869675,139.6870324988743,-90.60732418433852,-77.63111117059465,51.6110368149709,32.75836403499403,22.079755980536277,-2.2272061326709514,9.021979238228964,4.289098321245829,68.00073917846508,-0.10982074973545251,301.4074225543535,316.2531657452555,-3.6495896544526434,100.14039203647674,-110.75745518933871,-117.27963010403536,185.07858801856827,157.17346734722977,50.30983838336074,127.74780346761686,-32.59020972328671,-0.005008558687547946,539.7220209555944,27.132385282861673,-28.18277459745262,16.85311377743047,79.56207800791692,170.46015217649608,56.779317117517046,91.03249277757625,82.32073796238946,6.710632721657704,59.21014473099254,429.1812436506196,-133.22794958590578,-59.46085992494367,-35.38617099015251,-195.66014830236762,-24.810203151171258,4.206412995699793e-12,-0.7622226046683938,74.49845334263733,-0.6844230417379822,37.38664823169148,90.58943713183479,1.7176001218724997,145.668783105645,301.4331399328692,-20.79011134980966,-8.948954257258832,27.08317217479923,-0.0069873232808081035,-1.3324981806968097,73.70821735500358,-0.6989505832073917,-103.5887670209513,-147.55329116450906,-1.100733445448094,-212.23964225408204,2.0074689405507855,-2.0089625105922417,-135.6534423854983,-86.5628509920724,-9.12229471259055,320.2608906470309,-0.9308702113258368,-8.907767041326045,28.99091861332743,-62.7158985813104,567.2493654042472,-11.483484910728752,-1.7090153910283128,-0.009682404569725259,-21.662879664502245,-9.233677538417355,-70.99923240191363,-0.9004126508626261,-43.98270817294099,-15.538318265133535,-0.25127640304692955,153.15773354085005,-1.8947806286936004e-14,-1.0165451314555005,-0.19159194917659383,19.084334721688705,-234.51673623886063,-118.671423954116,-0.19754081082690322,-0.217853514098468,-5.993644180378951,1156.418521367977,8.983289572459057e-12,-589.4415459429955
88.37851735786393,57.94104168668394,-85.73937171369701,-19.611607743254165,-24.552912186459128,68.78307824148006,135.72792872910534,86.70278025636874,-22.939277564176255,18.33928309339396,-4.4346543297194865,-22.158894502809108,47.778787357294036,-38.61802623799932,-0.11990230807421966,156.22378775380804,-71.97334681314575,8.121949818340461,-60.2673779510864,55.3445615908842,323.1038165112689,207.2558542605056,-64.81629713289642,37.853524295254594,-136.94203333663327,63.09887034888398,-0.012787066802427267,125.64738705958624,120.83103310476231,18.832959859290487,-15.26895754286162,148.15378423573046,158.73003167784483,58.68220322252353,-74.79700882795949,226.37079527989795,5.803608388349425,18.03530844018052,30.291140103224553,34.14209742180202,16.986069939205255,1.2636550344659132,-147.41199382785163,75.93586780111455,-1.4097167877480388e-11,0.29804101512621745,-60.22157863599693,-0.4623333783912075,-2.9422649858061747,130.94090941009463,7.697628505046959,64.48983270446186,-24.365298041509337,-22.372810365154717,4.36931433181843,-36.64009529496679,0.020627374909203508,372.3483181421607,-324.1583036523616,2.929346463477241,176.94880937389112,73.47334062113674,-1.1485406564422334,-71.29680330979728,-27.10546012345708,-1.4328591839425049,-136.77592257302473,110.00283097276193,39.41551506274436,495.3755467252494,-3.107226268846091,-187.50087506139062,82.64354806915435,1.4458325445313895,361.486432532955,99.51083612259448,-2.994564932059459,0.041452533448659026,-21.532444594783158,-47.60494453637864,70.27132843705454,-1.553496892905506,27.800292578195272,-15.780273596744081,-0.30914396797418664,212.12132913310623,4.7369515717340014e-14,-1.664131505730974,0.7494902527391034,25.63427174210128,1091.4324136120756,-114.31471029726951,0.8009379632809956,-0.6652391251855849,33.55532577467773,-766.1462095656659,-1.856912462717888e-12,409.69495667540883
128.4405597207819,60.18274482129217,-85.62621757643927,8.406419335757509,125.68474769207742,75.08006493095162,67.23386611311616,60.14133033449083,32.99670875803571,145.09226487957125,0.08297254847889386,9.522770669905237,8.723614878413011,-40.02713909393527,-0.271161301108418,279.9468746403372,408.36958575195086,79.59788457494551,8.772878448888312,201.32818928548488,155.48632699904232,232.5887116922852,-64.08547417744053,59.27468396452931,-90.87266627138291,-61.35171286451316,-0.03776575332523791,131.5573779584533,28.028361188914854,18.571508190783693,30.04378063861264,105.75094551621368,170.3976279333419,-204.09385152286583,-74.42402883626262,286.3602617209865,6.447887956873575,83.43107064840372,229.1831232104626,-131.33928252804458,676.2432534266551,156.67156222326085,-4.324804058793583,185.67489569951317,3.83124643121846e-11,-0.5170917115107055,132.3710260482094,-0.6843384653041129,5.881760517962185,144.69032924756573,-2.7491390880967,356.29719957515914,-41.71449132199477,-110.65335402968063,44.17664324215028,27.121121780981788,-0.022452156321493187,50.58591896257971,74.6707546534926,-0.4349267908921252,-92.09749490201216,184.46555307199742,0.4220958129961673,378.4558438721365,3.5644329421195993,5.277254992354047,-135.33866454727868,103.82993620264769,77.82826723501806,560.5837337624323,1.3761800001793834,-45.65756852923946,35.73173830795582,185.11741350118285,564.3434587101165,-11.048266352991606,-0.8027275824551924,-0.04032958942158235,-20.01878325397062,-8.023617720514666,-42.416743300320604,0.38602158052376834,6.421855126382554,-7.722790260002323,0.024602167203443166,205.4562936587904,-1.0421293457814802e-12,-0.40250748198310954,1.2536073447006013,22.613730843639956,-233.92064044055883,110.79126558049357,1.0230339339547747,-0.13255158659882352,-11.456098526489656,-778.3116665555368,-1.502110798887568e-13,-590.0036738708718
66.1758927753159,58.010642101770635,-87.86604154628827,10.852462743642652,21.138209508870954,404.84376706289675,134.74802933363466,72.98583993571486,-22.821074273871233,394.42926876565406,-4.385254546796733,-24.485664533566357,82.97788112250777,-38.387867614522555,0.021022287386290785,112.13346327677728,340.1106697971853,-3.4422084405255076,67.43901364268858,15.430482602405203,-30.67676216318224,202.89624573066735,-64.91276388072441,63.06541032028623,-88.54318774768944,-61.63328199020798,0.027468397505769328,327.94426451855793,28.593871493291445,18.198761865250997,9.158549618592787,225.23195603319593,169.01544812962658,25.603596756137005,-75.69340949882037,176.16811258972086,5.737710896648529,77.2597804015934,28.706128607444537,-136.94869385178004,344.45769492375416,-43.20119434508879,-25.098196020786336,-71.20617342504585,-6.480149750132114e-12,0.7064666056266694,118.26898985839998,-1.0840071358029513,-12.9407316400051,107.32655585737236,-40.698820882680735,353.7017205627302,-43.118355498385405,-112.8679337177445,-16.463576415665404,-50.95666988649783,0.0048325158612600415,-127.17585840630497,-324.9690222480507,0.043037597318383886,103.31855151426791,-148.8125377826752,-1.9933709676175113,-71.15767388594567,-17.429243852894263,-2.3061072357084793,-137.44975823305703,-87.90500335709108,112.02731435903135,155.18725485019627,-3.016038274569824,-225.56656947014335,41.31423871153327,4.873847216250779,562.9974276378742,99.20694990487868,-6.576570989289116,0.01793476616373038,-22.60434436413012,-10.076544078165199,242.84942226304133,-2.987189107149738,-45.07105110791456,-16.320756275329643,-0.8496424706984667,203.39321061286515,-3.789561257387201e-14,-2.057347263643546,-0.8230189765878452,22.142763466137723,-233.33817183325723,119.13857221340916,-0.9065080975261459,-0.6881639392537732,28.7375396176844,-782.7332166853171,4.809148672886737e-12,30.991319376028553
61.90172252557258,58.7513173778686,-86.64600957054145,185.9988637342923,134.32528703109412,-18.61132416403403,59.24799087673874,77.39421432252573,32.94581419277084,396.30171852005105,-3.021589341031368,-23.827566027582016,-42.02656727305252,67.79914951510784,0.2775486834544815,137.46017595939577,-47.10826342183821,-12.330490905363215,30.705133068853744,-107.09193406939548,124.79014016522683,169.81002698213115,157.82268535705137,78.44067883025376,353.79950729914816,69.7616874498635,0.02182650510695162,429.43954320554167,27.334428645472588,15.47034415715803,57.90723812723421,143.82558529034347,191.50183764477003,119.07197629295709,93.33596186363216,128.87094690185126,8.304577614092633,38.821619100065675,219.82364141765828,-130.79952875729148,-97.17638166469258,-29.256239250957805,-7.782495008006541,-10.500535698083477,-6.139089236967266e-12,-0.8156990104913528,126.34115572608064,1.2806514338514736,-2.1847091905629044,185.185796300088,-16.528709930909216,139.39080808567095,-42.638775370822614,-22.10615275076734,36.742493871642694,27.072080512679168,0.012077665441871646,434.88838491507215,74.13384498013508,-0.7222884385095306,-96.44304386099273,-145.91200675517203,-2.5466199522695745,68.53783297599985,7.675648984377066,4.089610756194799,-134.47287092697647,-86.31428707761995,-138.35957418043088,78.54753291120556,-1.9276837671020548,83.43830740640284,18.650933870106215,-300.97194635675316,544.3707378778843,-10.934784110075798,1.7051663002631006,0.004707784121552899,-19.982069113505883,-9.380928856363633,-41.87038873082784,0.9612611430279921,3.6338769997368003,-12.854616902964448,0.510738702455345,150.27808580866747,9.473903143468002e-15,0.19747049166817554,1.1749011436202381,22.392796205104585,-229.84014551948408,-121.87933373803588,1.0654074104282172,0.808854287687674,-0.8378721414434225,1168.5016882683353,7.426711946029915e-12,409.694956675337
51.36269432195393,-36.38690194533901,-87.31559360144112,-15.53700373014957,55.84132466698813,35.39742643410354,51.19913241845181,26.114396418058845,-63.093772588962274,1084.671897512655,-3.533802338283279,8.852320716627956,-6.179855625194901,-39.47134216193227,-0.25464008520731324,75.41583654493775,135.92166923546537,58.23999829646001,11.654665761829172,14.867600206850163,-113.85143585108854,206.81830218916647,-64.715396255913,65.05035915861492,44.2098465278627,12.232648202168605,-0.03444025149218267,98.55671334894154,-24.12578296508087,16.653822528516493,149.05173827477358,181.9099068341186,201.7903811617583,-143.10858263149527,-75.67536938615667,203.90662831581767,6.221596796666098,85.68759955043424,228.08102106443556,-135.29581534670382,478.07001690851394,-31.744172509082656,9.301336948857502,-32.78480519916451,-2.2737367544323206e-13,-0.8011703124206818,-108.64428295343998,-0.390046063159958,-4.206101334139317,205.28023973776882,-4.754650621942238,353.07634318735006,-41.1631870281677,-115.49822050695563,-3.01092604792689,27.07446364453887,-0.030631135667939107,-0.35977948259216674,73.88195896931504,-0.7143706867061345,-39.00590769925639,0.9380788919019855,-2.7329731040759464,-155.47298144073355,-19.359819528347884,-2.112416470921226,794.6415391431916,-36.01323951774129,1.5848334257708867,292.56808071703455,-2.231831939687573,-226.21497259945482,27.155991971127957,133.56809117911286,352.0517936031259,-11.362141386608513,1.1378411196425808,-0.04558866959907656,66.3066582232412,14.320225441715046,-43.10012927403458,-2.6681852233738512,3.92278204832056,-14.957592731717318,-0.7974443274787957,227.51101697147394,-2.842170943040401e-14,-1.598657713142142,-0.5915397589124155,22.692574579001235,-233.8970615565663,114.19328220363545,-0.6106702755813389,-0.609693557019786,-5.210153717911998,-777.7269082166292,-1.856912462717888e-12,-587.2454408661067
101.85485515726457,58.05688167244196,310.16342686369023,-60.87888989510327,88.02666269464643,185.5342011500512,204.06069920274382,34.469205539382905,32.69730209643142,40.91260556460384,-4.2873470252797174,8.332324252454745,-28.827587330053554,-32.384088048171165,-0.21940052243260774,167.71160888049621,460.7195118309499,22.91181147795559,67.41432556084389,308.86723173681776,158.32991589825488,209.89224438109642,-65.91518368912742,53.88225000093464,112.79974616105078,-62.688430718709796,-0.02490068908624642,-25.90943939762915,79.964079699901,83.26847887037349,-48.308576923978954,104.58590610272395,170.60427311563944,-46.964996918840036,-76.06785702967692,253.1710383031956,6.133616828814116,53.49457612836723,627.9668721336545,361.6092322585176,455.0014224041113,107.72333167959032,-31.083176014873995,26.50528826856637,2.6830093702301383e-11,0.5766949696741573,54.112487039313194,-1.2875662882783345,-21.693848106880964,50.67563835591805,58.32821068871317,210.6579206954753,8.952305718571669,-112.26742546232764,-13.323030993333978,-51.27309205464525,-0.0242286163956202,326.22373149801734,-324.1311588134347,0.6111125265887678,-83.50264290347211,72.01400516729886,-2.2537781348586066,430.35197012763626,-28.96343759878433,-3.0687403230360935,-137.29044829802518,123.72678658089878,111.80678426878615,271.96042480500324,-2.9012965329474336,-43.75588522826592,0.3300082392169107,348.4074450477709,238.30321548224333,-11.91800634089261,-7.425340786462996,-0.023942853518925986,-22.886955320730486,-9.599291890182213,126.3232435390972,-3.2962168334741153,88.30540970902432,-17.36270531022896,-0.9693340433026152,223.04173212381107,3.789561257387201e-13,-2.150415361479665,-1.5005510543709173,8.057779888944253,-233.87213962103613,305.4547960516966,-1.4145399809216714,-0.8957402120730693,-2.9233347286819322,1061.209748613197,8.124728818868096e-12,-588.9085446289347
62.90280088653395,-94.56483673432201,199.17368034337915,102.81681048065688,199.97712931355665,299.1274828929335,89.09218457107931,27.112676271319252,-54.51805740708344,-0.27074631006902905,-4.392687633209184,8.38049503996376,-21.06828200734033,69.06633973958792,-0.05128523521652001,-93.11206358551642,-89.90992896570665,-8.124578982329343,57.01763463299282,-172.38809136372086,49.30723391154107,237.65166011013244,156.33841007674204,39.01887126731905,39.187972510465,27.824853152917374,0.012927168835311236,215.4488759660622,-55.59935721171655,44.749625373752025,-13.919219952369868,88.99223105679104,134.098547966437,14.308878203031949,90.38275271291765,17.411187664362174,5.3884766915926825,47.92523314531052,-570.1701503554234,247.12922971283888,217.86040564940552,-57.19916074581492,18.141656677355943,-76.56834044551397,-6.139089236967266e-12,-0.6290168416468824,33.21489385675682,-0.8530684490948813,-13.02596484858257,158.33113367829156,2.4163000424945107,278.73929363961565,-2.947518590895068,162.70356824680226,2.7237759730926463,-51.56421112897725,0.003072838744967367,-1.2637484108121555,276.4021675796447,-0.5965095332705436,247.47453607818716,-149.91943352537712,-1.840549827810247,351.97612178821566,56.285840229504785,-2.7421264309816773,-137.28689147850253,-51.546138381378654,-38.69353158380715,351.6883629268809,-3.020741044681261,137.67345980946888,58.67837521428201,-87.19365657921664,-59.88283317066925,-11.826797802906945,-6.478891729247308,0.015437954308065868,-22.530404371557985,28.88938392972253,-70.77882508865568,-2.963440870904736,-45.27743781904912,-16.445485178088365,-0.839006114524446,195.24193178025035,-2.842170943040401e-14,-2.0179185343229955,-1.1089518575285933,26.51318420690346,431.5671443390495,-222.35537966262024,-1.034366528864946,-0.5906719851995105,6.606391093959916,1187.68576376483,-1.803218857114951e-12,409.69495667540883
124.94994177070521,58.289719084588036,115.29011082113632,-22.067961302781974,49.29367427963204,326.95500137120666,45.551754366452215,92.08776386221122,-74.98131636534947,20.778418063154362,-3.7976636365074268,-24.525474564287112,133.27019071589396,-38.83797064021729,-0.14015595367886624,13.893212912736125,-108.29567642065987,0.621142537689895,-57.249416732982624,141.33366091849325,220.9545177388813,436.18563412540504,-65.80665368449132,79.82263627833976,-109.9365581531732,-50.20275374493174,-0.0040816266444600935,276.0348177341155,31.901755384004904,71.51312478934014,-13.532277418442316,103.28959415016917,98.2164169478427,14.673664050464735,-75.87439499621007,191.5584534995031,6.072814012216933,91.3270253256265,-570.3064446589867,361.71272679979836,584.1814105568516,125.21012000762178,-35.95788490089968,182.68289674889502,5.161382432561368e-11,4.0079789726230635,117.53777260919271,-0.7874426375493838,-21.56980406587039,238.48281601556863,18.320697523660773,211.2820683222958,9.263784903453717,102.95292223161111,-28.83268833899056,-47.79199387837815,-0.00619500345824295,166.2782280157035,-324.2004015433646,1.7734547417820201,105.77726750730646,183.04903487287748,22.76813420815709,-208.12710112568953,46.70045134622385,-3.023964988873177,-137.52054038207257,123.88377075132553,113.50695918461216,191.90389762501422,-2.421286100244933,135.8818073655236,22.947095735141136,40.20799203016323,557.7869085010133,-11.825643815475896,-7.221117361663765,0.0034611302291672197,-22.813811343195432,-47.53634486890042,190.98038460629465,-3.1080981093074707,67.23760559681027,-15.251281371000129,-0.941539950756627,232.1848972921773,-2.842170943040401e-14,-1.983608610907784,-1.2526049937711257,7.58581567905518,-233.39909258443365,225.64282358003234,-1.125857454113928,-0.7683124043712809,-3.188877183522666,-782.118270084324,-1.856912462717888e-12,409.6949566754092
56.205031914399406,-95.50970512108809,310.16601698368277,179.3800811313954,80.53026561715564,58.230765623561005,-74.75905094844686,95.23526533506057,31.83397968934264,271.7201031702842,-3.677565124235949,10.14263272813571,-28.730831072093796,69.8687390505814,0.09165686891785595,13.719262868071855,-26.61940058219232,4.844859992041467,74.06651370649303,-111.46121660206316,-4.6473811601878765,39.274392964415625,156.63329930137047,36.07864457966559,321.65014961910333,117.98933757073128,0.024933009501162263,550.142788104549,-55.62157810435349,2.001108755958019,31.63547297978885,100.32285831014403,166.63610294525932,102.1519330646873,90.82742652936179,149.89613142902147,6.340921415533338,-2.6217701872560175,28.478755796446514,-127.19807312547445,8.521609080652059,-44.42539146606458,7.495174690413336,-5.40668326433638,-6.480149750132114e-12,-0.7281545768168872,98.09979936649596,-0.6722919633365183,-10.932079896251652,92.11052906435862,-19.478700694592032,136.0081561060717,-42.324445479465886,74.49505123076752,9.886950982922757,26.870414856468084,0.015160693455624886,-64.75208138780195,73.89991852665375,-0.6871655214965294,-38.62163421769463,-149.1037394235028,-2.7574897363928756,67.95624839635845,-28.128141455923025,-0.7234357424961934,-137.20042998808958,-87.85216639449173,-68.1773744277545,268.063834064626,-2.316412192349778,138.69246861281997,2.625899597199698,-2.2424155605057443,236.5209712331624,-11.605998753411244,-5.76374293136536,0.029215760392015372,-22.091289880772113,29.119757446686553,-70.50896081565811,-2.5543988686135366,-44.98137126962357,-15.129173872880376,-0.7446495968998605,192.3484311390961,-1.3528733688872308e-11,-1.7974601569309292,-0.5961151710089672,26.54214004611491,431.19312372529254,-125.77601979729312,-0.6283997432907855,-0.41949796711290227,-5.373538319727934,1200.2780283844845,-1.1559458233416375e-12,409.69495667540883
