sample_id,score
816,-0.7137129999999999
141,-0.857447961
812,-0.81310964
1214,-0.506396794
1159,0.7436730000000001
11428,0.1366109999999999
834,-1.08313943
1944,-0.274545277
1200,0.1736265799999999
976,-0.0320299999999999
11319,0.362081
828,0.7266370000000005
1047,-0.274289
742,0.078093
786,0.0526189609999999
952,-0.351645234
1929,0.1891749999999999
1005,0.6588440000000003
11317,1.193443078
129,-0.562851
1089,-0.7534586199999999
1036,0.64820172
1937,0.123083
1923,0.323844
1027,0.433384
134,-0.3451718049999999
11396,-0.609257
11398,1.309423
777,-0.199479
11485,1.440553
766,0.109159
11266,0.5690488100000001
11470,0.4615150000000001
11432,0.287223
11474,-0.096951961
11422,0.0106493099999998
1275,1.62166
849,-0.39836059
896,-0.4887870000000001
11400,-0.2718510389999999
11386,0.50654367
1942,0.5526110000000001
991,0.3803759999999998
11337,-0.187819156
1015,0.2664714299999999
1000,-0.1789079999999999
1964,1.20908731
11469,-0.0108114700000001
11339,-0.4170089999999999
11322,0.14847
719,1.5408016920000007
11288,-0.2195221559999998
744,0.4394749999999999
1926,0.4926656899999999
933,-0.450148
1963,0.168673
962,-0.027296238
937,-0.37590497
1302,-0.316427478
11389,0.439255
11385,-0.8599259999999999
11311,0.8431291500000002
1166,0.228541
11431,0.6207054999999999
11325,0.4619754300000002
11393,-0.0886
11263,1.1574530000000005
1945,0.7847030000000003
142,0.0997896899999999
948,0.0355369609999999
11463,0.0372967809999998
11429,0.0229903099999998
813,-0.6536681799999999
775,-0.1945989999999999
11430,0.4413382899999999
1121,-0.2010796899999999
1938,1.2992810000000004
1129,-0.15965231
1105,0.0658719999999999
783,0.1101514299999999
1052,-0.7168230000000001
11241,0.1146329999999998
843,0.2871085
11468,1.6900450000000002
135,0.00354924
731,0.0088724299999998
801,-0.3609208299999999
1059,-0.56703631
1959,-0.51173228
1956,0.378867
1924,0.440293039
1271,0.11149192
7098,0.5838461399999999
732,-0.25443
1078,0.3552710000000001
1098,-0.34815283
1919,0.66601143
1936,0.4841070390000001
14549,0.642194
1058,0.4262520000000001
1933,1.376608
11394,0.5792240000000001
1282,0.2672550000000001
11294,0.142509
11391,0.2543419999999998
1119,-0.3586835309999999
1203,0.5305161999999998
11289,0.701471
1934,0.5713313100000003
11395,0.3137409999999999
1239,0.01213872
14553,-0.043797
11326,-0.15962026
716,0.5578910000000001
1085,1.1982008599999998
894,0.29948769
1034,1.12537443
7095,1.3864347599999998
966,-0.91669
1146,1.138008841
1103,1.750164
1104,0.2407329999999997
1114,-0.2376775699999999
1943,-0.4569069999999999
1955,0.04677741
1183,-0.1573439999999999
1960,0.8859130000000001
1940,0.269353
11476,1.0567634300000004
1941,0.0765654189999999
7099,0.3530965799999999
791,0.057849
1953,-0.226362
1258,-0.2159152099999999
14552,0.6653550500000001
1958,-0.0925169999999999
11320,0.3658839999999999
11323,0.395631
746,-0.1588325100000001
1010,0.344855
1931,0.55514064
11314,1.8345630000000004
11472,-0.83393132
11342,-0.2444159999999999
850,0.45233031
1029,0.12321062
785,-0.0579592499999999
981,-0.3177989999999999
736,-0.43438018
1019,0.0172817889999999
1046,0.7551347480000001
797,-0.07130926
931,-0.210877
751,-0.299232
1045,0.0172129999999999
1137,-0.57312264
787,-0.0602339999999998
11399,0.061178
859,0.2891590390000002
886,-0.3174577599999999
11265,0.5478553
11465,-0.328021039
11340,0.7497089610000002
946,0.687163
1172,-0.355198
871,0.4489763099999999
1935,0.470425
11293,0.3827859999999998
11417,-0.548392
1952,0.2408283099999999
851,0.000309
1195,-0.6232709999999999
11397,0.0594119999999999
1932,-0.1512967799999998
11321,0.5556850000000001
149,0.1108979999999999
1123,-0.40540957
1951,-0.465121
11341,0.2499019999999999
892,0.304621399
