sample_id,score
MAP12788806,1.3499827940000002
MAP13485298,0.743555608
MAP13747771,1.400864755
MAP14184286,1.2451929720000001
MAP14452889,1.219304835
MAP14498577,0.9426959289999997
MAP15387421,1.3320825480000005
MAP16322424,1.163213588
MAP16513683,1.017063822
MAP17929065,1.7138145380000003
MAP18920002,1.4689857309999996
MAP21362537,1.3386460330000003
MAP22776575,1.3231216599999998
MAP22868024,1.2028561950000005
MAP23004922,1.3957878139999997
MAP24073245,1.284976787
MAP24141372,1.2035294970000003
MAP24219409,1.1914120110000004
MAP24644776,1.1191799649999996
MAP24680888,1.133211343
MAP24747976,1.1277099389999998
MAP25580771,0.7875645799999995
MAP27242962,1.3048123969999998
MAP27313862,1.2850278789999994
MAP27481601,0.6304091319999996
MAP29821047,1.156793745
MAP31504924,1.2023621110000002
MAP31509843,0.7148703809999999
MAP31756046,1.1170289249999996
MAP32383679,0.7002875599999998
MAP32705437,1.180834583
MAP33084399,0.7433577739999995
MAP33400773,1.7576252250000004
MAP33501827,1.58537982
MAP34726040,1.2157348250000004
MAP34962204,1.2134673450000002
MAP35072859,1.516369245
MAP35170130,1.601109483
MAP35286551,1.4348331190000003
MAP35592862,0.9922731430000004
MAP35941263,1.047859846
MAP36773029,1.4624932889999998
MAP36830117,1.070502668
MAP37178462,0.8822315529999998
MAP37251992,1.4645896500000002
MAP37439930,0.8932356719999999
MAP37527863,1.104217964
MAP38606123,0.8593016170000001
MAP39125441,0.8199894390000003
MAP39136480,0.8091832559999994
MAP39316600,1.017511641
MAP39800111,1.3406891469999997
MAP39989287,1.306010421
MAP40510997,1.512833308
MAP40611041,0.9828841919999998
MAP41265021,0.9926923260000002
MAP42988567,1.4396970219999998
MAP43074402,1.0667855229999998
MAP43485807,1.2316723149999997
MAP43536587,1.1862729589999998
MAP44019405,1.0103371690000003
MAP44299049,1.673143374
MAP44472870,1.0098425420000001
MAP44671043,1.666441198
MAP45115248,0.946684539
MAP45514725,1.1389925589999998
MAP45566083,1.1062148480000005
MAP46000440,0.983800116
MAP46291609,1.176118261
MAP46369736,1.032094035
MAP46547648,1.6712260950000002
MAP47315778,1.343110644
MAP47652086,1.0228549839999999
MAP48013463,1.749256567
MAP48697089,1.1257655550000005
MAP50100770,0.8664795670000001
MAP50100932,0.4931948029999996
MAP50101073,1.066805462
MAP50101109,0.9879716259999997
MAP50102088,1.0704687119999998
MAP50102376,1.5182410969999998
MAP50102790,1.129310419
MAP50103093,1.4787003259999998
MAP50103129,1.4622706340000005
MAP50103381,1.9324835039999997
MAP50104396,1.6547439330000004
MAP50105301,1.1001456189999996
MAP50105987,0.9192269639999998
MAP50106280,0.9674780609999997
MAP50106316,1.1764442089999998
MAP50106442,1.398861533
MAP50106992,0.9131924529999994
MAP50107745,1.423193521
MAP50107871,1.5067591100000004
MAP50107907,1.1193730180000003
MAP50108048,1.1947068510000003
MAP50108462,0.9769809510000003
MAP50108598,1.1072380459999998
MAP50108886,1.430538647
MAP50108912,1.1207184770000007
MAP50109477,1.3721010910000002
MAP50199993,0.8426275660000001
MAP50300084,1.4325977079999999
MAP50300246,1.1592626959999999
MAP50300534,1.4904894229999996
MAP50301099,1.354234444
MAP50301387,1.5907338329999996
MAP50301549,0.4495769460000006
MAP50301675,1.3950464040000001
MAP50302266,1.3651371559999999
MAP50302554,1.5145073270000002
MAP50302716,1.094807259
MAP50302978,0.7146203639999993
MAP50304024,1.0531107439999998
MAP50400259,1.325191683
MAP50400835,0.531839279
MAP50400961,1.275928741
MAP50401002,1.248432421
MAP50401426,1.5468959499999997
MAP50402017,0.9383435979999993
MAP50402567,1.0797850530000002
MAP50402693,1.707755302
MAP50402729,1.5329564209999995
MAP50405330,1.4342191329999996
MAP50406057,0.9218708880000006
MAP50406345,1.4087808050000001
MAP50407486,1.1610676039999999
MAP50408077,1.305537064
MAP50409370,0.7823387039999995
MAP50409956,0.701331121
MAP50410021,1.3533345470000004
MAP50410283,1.5779316770000003
MAP50410319,1.1920837829999997
MAP50500550,1.3685117449999995
MAP51815338,1.4319550560000003
MAP51903261,0.9169006240000002
MAP52940446,1.7157995710000005
MAP53389845,0.7730955009999997
MAP53772202,0.890392398
MAP54122640,1.4190555930000004
MAP54324848,1.5992433539999997
MAP54458919,0.9587661820000003
MAP55177253,0.8142908580000001
MAP55820335,1.490126197
MAP56102646,0.8718981629999997
MAP57978468,1.5168798879999998
MAP57978756,1.1116446630000003
MAP59150662,1.3379926910000002
MAP59618707,1.583916366
MAP60725338,0.8965058590000002
MAP60848460,1.8582814390000002
MAP60922329,1.4646587259999997
MAP61029627,1.5845973669999998
MAP61142759,1.1754001519999997
MAP61827429,0.9211703330000008
MAP62301938,1.165473124
MAP63188799,1.4779979899999998
MAP63649283,0.7393289570000001
MAP63874408,0.6080252039999998
MAP64150173,1.4398502909999997
MAP64287431,1.1053778839999997
MAP64291829,1.140270482
MAP64493027,1.2244235980000002
MAP65001607,1.5808720859999998
MAP65214844,1.481657546
MAP65652206,1.164360223
MAP65736039,0.8046406350000003
MAP66406040,0.8622131149999998
MAP66924745,1.372397311
MAP67185070,1.8271660140000001
MAP67216828,1.2106083830000005
MAP67429065,1.2550751399999998
MAP67725478,1.1433520180000005
MAP68015667,1.659739152
MAP68778359,1.037469255
MAP69982533,1.2097456440000003
MAP70153803,1.4900085689999998
MAP70816595,0.8500354650000003
MAP71648351,1.090579994
MAP71727427,1.118541606
MAP72188804,1.2499079730000002
MAP72650337,0.9475641640000003
MAP72777797,1.0661393410000004
MAP73763467,0.7955826600000001
MAP73943687,1.319116757
MAP74753465,1.0832808209999998
MAP75169847,1.3447435770000002
MAP75862131,1.2358615659999999
MAP75990666,0.8882042040000003
MAP76431098,1.7581286980000004
MAP76755449,0.9885005959999997
MAP76867532,1.3788911369999999
MAP77239958,0.9154994710000001
MAP77330002,1.1860400380000002
MAP77868579,1.328586056
MAP77970662,1.1829805050000002
MAP78410089,0.5953616189999993
MAP78452313,0.8951163840000003
MAP78905055,0.9252516620000006
MAP79692387,1.326875912
MAP80790863,1.1432705949999997
MAP81086436,1.4702437570000002
MAP81852640,1.5417652899999998
MAP81874628,0.49092055800000023
MAP82317494,1.2587049290000003
MAP82684406,1.435716267
MAP83984043,1.4420681679999998
MAP84417209,1.0091444589999998
MAP84642424,0.9917680629999992
MAP84653463,1.035408729
MAP85065193,1.1307162939999997
MAP85171938,1.6278098989999998
MAP85328131,1.615106338
MAP85980779,1.4671339730000006
MAP86177506,0.9605494399999996
MAP86903794,1.872253394
MAP87208386,1.5110166959999998
MAP87779516,1.4498887459999998
MAP89001223,1.6126973869999999
MAP89164957,1.408330487
MAP89546375,1.3099822129999998
MAP89968269,0.7568676209999999
MAP90267190,0.834213046
MAP90447310,1.2640048799999999
MAP90544686,1.2906159020000005
MAP90942860,1.0229884760000005
MAP91707643,0.865824993
MAP91921829,1.495597247
MAP92023910,1.017442395
MAP92113025,1.1808737730000003
MAP92393245,1.1490297149999995
MAP92427316,1.570527308
MAP92996364,1.125360455
MAP94430339,1.2809191780000002
MAP94974890,1.5538284610000002
MAP95453354,0.6099329359999996
MAP96189273,1.5755661500000002
MAP96892753,0.6784216419999999
MAP97220113,0.853947669
MAP97264179,0.8152901329999995
MAP98953007,1.0451234980000002
MAP99110004,1.233453178
ROS10100574,0.9312913279999997
ROS10100736,1.478750405
ROS10203224,0.9905473159999999
ROS10221262,1.159037575
ROS10222853,0.8236020809999997
ROS10246987,1.4974140529999995
ROS10253148,0.701545721
ROS10263208,0.9718525709999992
ROS10290427,1.0966710080000002
ROS10291856,1.02473794
ROS10292311,1.2245518109999998
ROS10298957,1.0098677029999998
ROS10319069,1.001863313
ROS10405008,1.4117565039999995
ROS10435090,1.1047373129999998
ROS10438999,1.2076411209999998
ROS10473384,1.1654288309999998
ROS10484873,0.804850717
ROS10488101,0.7389394099999997
ROS10510090,0.9270428970000001
ROS10516762,1.4288620479999996
ROS10551157,0.6387613339999998
ROS10669174,0.767078429
ROS10675906,1.2899631059999999
ROS10866165,0.892392057
ROS10901987,1.221425131
ROS10986136,0.9103842909999995
ROS11200645,1.0232050560000001
ROS11233086,1.2345263570000005
ROS11240247,1.397764601
ROS11259716,1.235672006
ROS11349821,1.5294656289999997
ROS11390174,1.4195208669999992
ROS11392518,0.9653382970000001
ROS11455792,1.411586765
ROS15103261,1.67121029
ROS15138884,1.1928697200000002
ROS15175325,1.4292157379999997
ROS15176592,0.9119916130000004
ROS15196848,1.4954279510000001
ROS15846869,0.7519215949999998
ROS20109020,0.879558709
ROS20124619,1.224709822
ROS20180815,0.9629911009999996
ROS20187204,1.3680944920000007
ROS20201891,0.9491016509999999
ROS20201927,1.1333832969999997
ROS20204114,0.9651469099999996
ROS20205705,1.6754913980000001
ROS20207013,1.3452629790000001
ROS20207437,1.001432458
ROS20208992,1.1191508929999996
ROS20223617,1.359467976
ROS20233939,0.37886024399999946
ROS20242958,1.0697693700000002
ROS20254164,1.9199318699999997
ROS20254588,1.2487283320000002
ROS20260284,1.570124698
ROS20260734,1.1167469710000004
ROS20261613,1.475117287
ROS20261901,0.8172763850000004
ROS20267709,0.8526533349999995
ROS20270768,1.3030427109999996
ROS20271359,0.7801400869999997
ROS20280666,1.49552901
ROS20282974,0.8005241919999998
ROS20283691,0.9520525229999997
ROS20297791,1.1631460050000004
ROS20300213,0.9629652999999999
ROS20311676,1.341391458
ROS20331760,0.956778712
ROS20339740,1.264857139
ROS20344143,0.845336539
ROS20376029,1.3627790309999999
ROS20380831,1.498410554
ROS20399274,1.0398484010000002
ROS20416210,1.1381645129999995
ROS20447343,1.350005467
ROS20455807,0.6612392629999996
ROS20494368,0.8876039999999997
ROS20501668,1.1935970889999996
ROS20504017,0.9366886680000003
ROS20521752,1.221948297
ROS20532115,1.407799008
ROS20537160,1.4768588289999998
ROS20559562,1.1082792500000003
ROS20561642,1.0040136069999996
ROS20583594,1.3048461870000003
ROS20584923,1.5685219430000001
ROS20594407,1.4016514930000004
ROS20594669,0.9081398210000002
ROS20603141,0.9459022479999999
ROS20613887,1.149227605
ROS20646778,1.2923577280000003
ROS20649389,1.103376615
ROS20654818,0.9284005979999994
ROS20665307,1.3209942240000003
ROS20674902,1.609583755
ROS20682204,0.8371996899999998
ROS20683921,1.089842894
ROS20726273,1.117383571
ROS20732429,1.5808230830000005
ROS20767628,1.240263644
ROS20769648,1.1793946100000001
ROS20774339,1.3196023620000001
ROS20800682,1.2170133280000006
ROS20819999,1.079536198
ROS20834164,1.4617765150000006
ROS20886846,1.225113967
ROS20892128,1.3686304650000005
ROS20898476,1.210824006
ROS20902039,1.1422823999999998
ROS20906079,1.1037955750000004
ROS20923002,0.907949209
ROS20942767,1.9507791769999996
ROS20954847,1.521098919
ROS20965598,0.9829296410000001
ROS20976799,1.3248472750000004
ROS21000630,1.3643177959999995
ROS21001195,1.4342284439999997
ROS21001519,1.457681513
ROS21001771,0.9738010479999997
ROS21001807,0.6865793270000002
ROS21002074,1.2256042989999996
ROS21002812,1.274436285
ROS21101658,1.728789925
ROS21123636,1.0858888189999996
ROS21145740,0.8861003719999997
ROS21156103,1.3412434539999998
ROS21160753,0.9817991819999997
ROS21183160,1.3260886419999998
ROS21401001,1.4535750970000003
ROS30544882,1.2476431010000002
ROS31908032,0.828077893
ROS43596435,1.293339484
ROS60269051,1.27827566
ROS70421820,0.8404494910000003
ROS75142238,1.167648769
ROS97411796,1.2809002609999993
ROS97929179,1.2789611449999998
